File Name,Total Faces,Curved Faces,Total Edges,Vertices,Bounding Box Volume,Mean Curvature,Curvature Std Dev,Volume,Hole Count,size,ispart,Criteria Met
00000880.step,37,10,202,404,356386.1129952534,-0.04619484649249011,0.0900933571976912,54311.895317196984,10,83.2724609375,1,8
00001011.step,27,14,132,264,19859.446392302445,-0.0740563995157171,0.07454725600110064,15561.964592067496,14,58.666015625,1,8
00001063.step,63,37,360,720,243116.42357761506,-0.07028923747506048,0.08555790843988671,118467.83305884778,27,158.3935546875,1,8
00001069.step,21,10,112,224,3200.400161125003,-0.1603174603174603,0.20252873533633756,1505.6860785996564,10,47.3759765625,1,8
00001190.step,55,38,244,488,12148.99867028707,-0.35793943390380306,0.3460895155239128,6121.308364679354,26,168.6865234375,1,8
00001214.step,29,16,148,296,111333.59601695565,-0.09833357951831365,0.11805553563183735,33163.1189508133,12,65.2548828125,1,8
00001238.step,51,15,286,572,7847.898731866093,-0.07579455345025331,0.17174343192133834,2333.046312420739,11,120.2041015625,1,8
00001349.step,22,10,124,248,42578.16328145224,-0.05937341143803525,0.09480618068644142,5374.893695710208,9,54.0576171875,1,8
00001438.step,22,14,114,228,25560.739323124475,-0.14877491313140315,0.27327172960080015,9976.591610724345,12,61.3310546875,1,8
00001487.step,106,42,556,1112,19160.724387301543,-0.11902862695262945,0.19990187101053905,5539.1549797702455,16,458.0390625,1,8
00001563.step,37,33,174,348,3615.061966181296,-0.6081154519591369,0.3982814508996736,1706.3925447743768,15,100.572265625,1,8
00001657.step,32,11,174,348,12698.160336474406,-0.05951417972501501,0.10911534019358976,3221.223605086137,11,72.1552734375,1,8
00001728.step,24,6,156,312,8000.000244000001,-0.05147058823529412,0.0944502395490083,4590.285679388077,6,64.4755859375,1,8
00001748.step,25,11,138,276,8263.080205908733,-0.06434423674708155,0.10813378119017072,2844.1941541229426,11,59.0234375,1,8
00001832.step,24,14,132,264,62731.73049419533,-0.036393020316904834,0.03866960348865984,18336.993369926975,14,69.744140625,1,8
00001906.step,20,8,112,224,58775.65791682114,-0.10805810397553517,0.149478491753996,6208.179482779433,8,46.810546875,1,8
00001984.step,22,8,120,240,3185.9998552897086,-0.09282710670980249,0.13695240898359204,1717.7849950385141,8,51.2900390625,1,8
00002184.step,42,18,204,408,442560.4535678937,-0.07689163010790034,0.11291664997541752,19869.128275650848,18,89.650390625,1,8
00002254.step,51,38,252,504,98322.38541935204,-0.11590130603604687,0.10878556123952453,23086.79207244556,28,133.9833984375,1,8
00002331.step,26,10,124,248,26588.00054400001,-0.12724512084390113,0.18684205601388018,3876.633712571749,9,73.244140625,1,8
00002422.step,46,12,262,524,80190.00152820007,-0.053634704666542486,0.09890842206146813,32086.45065151518,11,108.115234375,1,8
00002445.step,20,6,108,216,8299.200264800125,-0.06388888888888888,0.11252571722516164,1260.981265236951,6,61.5078125,1,8
00002469.step,33,23,172,344,29687.584593317013,-0.15519038294665366,0.16902023449575634,1797.3620813802024,17,81.8583984375,1,8
00002489.step,37,23,216,432,61362.36149171403,-0.10882678204704949,0.10098609824013459,10705.42095824425,19,85.296875,1,8
00002677.step,28,12,160,320,126000.00190300027,-0.04345238095238096,0.05080488776993009,45080.04695681832,12,65.666015625,1,8
00002680.step,20,5,104,208,6899.32089911006,-0.026025641025641026,0.04799240434094463,4019.305104229252,5,44.7431640625,1,8
00002683.step,21,10,118,236,54045.45738860574,-0.055442176870748296,0.06752621640781824,17489.26536928287,10,49.982421875,1,8
00002697.step,23,6,128,256,22000.000520000012,-0.03140096618357488,0.05774917295562747,7849.190558690488,6,52.869140625,1,8
00002808.step,36,28,163,326,98997.90951176998,-0.3095138808201558,0.35045182937813735,40596.15762587122,9,279.46484375,1,8
00002820.step,50,30,264,528,36400.00067000002,-0.13915291323185755,0.1433930311375258,22298.708548875275,22,146.13671875,1,8
00002923.step,33,15,168,336,34000.00070600001,-0.13417508417508417,0.22851404697952843,13806.696660289435,15,74.2216796875,1,8
00002967.step,31,8,162,324,3200.000136000006,-0.26075268817204306,0.4899262688126674,2383.4276056328104,8,69.734375,1,8
00003072.step,60,31,404,808,217168.6756197307,-0.12127383598581278,0.13284392921533875,78663.20595089011,31,147.908203125,1,8
00003165.step,39,24,202,404,209664.0026060002,-0.040193874251688765,0.04508279322403141,85026.26363325217,20,87.248046875,1,8
00003220.step,43,9,240,480,18720.000501600043,-0.03628942174328737,0.08675512148302456,3613.3066991846645,9,99.748046875,1,8
00003273.step,29,9,156,312,44550.054097816355,-0.1453403335489675,0.34263758066862515,15910.23317409773,8,75.314453125,1,8
00003281.step,59,8,312,624,112000.00144000015,-0.027508803932000704,0.08475477280276086,8425.793754998302,8,132.103515625,1,8
00003348.step,40,24,218,436,64804.72276567731,-0.20063353979217613,0.33922333384941766,6478.021251544335,14,228.19140625,1,8
00003396.step,39,24,222,444,15505.62866013449,-0.13765175813109687,0.2944553409408579,5621.157278164109,11,108.412109375,1,8
00003455.step,54,25,304,608,10800.000318000008,-0.10774801716174336,0.3123472312035125,5034.915851133887,23,126.1044921875,1,8
00003456.step,78,38,418,836,19933.28040349682,-0.6351839814150037,1.3903973182377538,8920.292259815293,30,185.78125,1,8
00003461.step,61,47,280,560,12652.987419488747,-0.47058100584760704,0.35678360897384626,1798.2744845085115,26,424.861328125,1,8
00003487.step,66,46,264,528,271058.9207843284,-0.12901745796665204,0.14297321715299052,39734.57882974582,27,407.685546875,1,8
00003606.step,48,12,266,532,58855.00104455009,-0.03607142857142857,0.07164876773795449,12948.406077753467,12,110.9619140625,1,8
00003611.step,36,17,210,420,105130.32015179373,-0.0932081807081807,0.1204329741607536,15470.44524623479,17,116.4013671875,1,8
00003612.step,63,26,334,668,28211.101005434568,-0.08719430408187777,0.1341263850369851,7967.150806579314,20,147.3818359375,1,8
00003614.step,65,21,366,732,36486.65669528795,-0.06500948721996781,0.10975526941258308,18727.761697010897,21,155.3876953125,1,8
00003616.step,50,10,276,552,19842.28067475524,-0.02638379201564051,0.06430309430128234,4083.509221171046,8,117.0078125,1,8
00003620.step,41,32,176,352,168547.0913158254,-0.15298864571564252,0.1117028141892204,105989.76466157935,20,78.3642578125,1,8
00003693.step,24,11,120,240,16857.099621011366,-0.03512063585845287,0.11659145281604506,6976.046132918693,8,64.1474609375,1,8
00003753.step,56,22,330,660,14944.632351757326,-0.07322909200079343,0.10303741339480865,4092.542308320034,20,141.33984375,1,8
00003838.step,63,32,330,660,34991.17388273249,-0.19666084752004995,0.24609864912612323,15932.86567472748,24,143.3193359375,1,8
00003922.step,66,35,332,664,36521.421615844294,-0.24872483021176361,0.325269469859183,7473.325767290595,25,143.99609375,1,8
00003999.step,28,11,152,304,7488.000244800004,-0.08357963875205253,0.12484224881257534,1866.9663390553296,11,65.029296875,1,8
00004006.step,62,31,344,688,16352.897738142748,-0.11977487616327966,0.17140709696266446,4624.496942462479,25,150.533203125,1,8
00004205.step,29,9,172,344,151200.00140305154,-0.0738098953109095,0.11705382246505078,23691.051377236257,9,67.2978515625,1,8
00004207.step,35,24,182,364,396000.0035800635,-0.035263173508179466,0.06404009735002897,147810.0649245247,14,80.9130859375,1,8
00004219.step,48,12,266,532,58855.00104455009,-0.03607142857142857,0.07164876773795448,12948.40607775347,12,110.9580078125,1,8
00004225.step,63,26,334,668,28211.101005434568,-0.08719430408187777,0.1341263850369851,7967.150806579318,20,147.3818359375,1,8
00004227.step,65,21,366,732,36486.656695287886,-0.0650094872199678,0.10975526941258305,18727.76169695636,21,155.3896484375,1,8
00004278.step,43,26,204,408,9358.776639872765,-0.2702714790405483,0.30287700317706867,3126.122288365977,19,160.427734375,1,8
00004362.step,26,23,148,296,4031.8324326167917,-0.15853261582717185,0.11050988057178673,2514.3986465417743,23,78.0537109375,1,8
00004366.step,32,24,192,384,3777.9763344120015,-0.14449973437928954,0.12206919689634535,1962.3019405398265,24,91.6806640625,1,8
00004369.step,65,12,360,720,16377.233623540707,-0.054382518697240874,0.12610402656503214,3885.4173340963484,12,148.6845703125,1,8
00004403.step,22,8,120,240,2611.995388038136,-0.08441387668914856,0.11420323003264014,1284.0035420526988,8,50.7451171875,1,8
00004417.step,72,40,440,880,32421.80733736462,-0.13771978531041326,0.15335131840284597,9832.386902649821,40,180.1728515625,1,8
00004765.step,37,17,202,404,15000.000620000006,-0.07179991243977313,0.08825941534071863,12930.376958069011,17,83.00390625,1,8
00004814.step,35,15,174,348,5091.3754723233415,-0.11712567970331947,0.15625893146826203,1220.7986938740648,15,75.6474609375,1,8
00004873.step,37,12,190,380,13464.000385200012,-0.05322002674943851,0.07983726317745743,9162.206058788717,12,80.7734375,1,8
00004998.step,40,21,178,356,66358.11182046968,-0.0878609802486496,0.10476339096635047,29325.732647560315,15,76.23046875,1,8
00005015.step,60,35,292,584,11617.916373908642,-0.27818396524656447,0.2974108122919159,4505.040195656258,23,193.2890625,1,8
00005016.step,24,14,123,246,18000.00042000001,-0.12246564716427065,0.145902860654885,5672.476821757118,7,104.03125,1,8
00005159.step,37,31,210,420,308266.2358647433,-0.06181746072842936,0.07086277074485382,54342.57645877461,31,92.0068359375,1,8
00005213.step,38,16,216,432,104160.00834847728,-0.027386510216179497,0.032356705795068406,19101.07891157198,16,100.6669921875,1,8
00005214.step,38,17,224,448,65981.25121660001,-0.10379594820384294,0.1405251668880036,23744.42322683827,17,89.951171875,1,8
00005341.step,24,10,118,236,386750.0032050002,-0.028125,0.037716389562982656,84590.72547587045,10,51.7958984375,1,8
00005378.step,67,38,390,780,84557.48808936015,-0.11565590800352994,0.1607492704937883,14386.721676308514,29,200.8505859375,1,8
00005382.step,28,15,168,336,90330.3956239783,-0.1179280042186205,0.19017710086984088,19309.147997861754,13,71.8369140625,1,8
00005645.step,38,30,184,368,21107.587711751825,-0.1861811817067746,0.13440884699916972,6431.623651951524,16,84.0048828125,1,8
00006002.step,19,8,100,200,100800.00321600001,-0.03241953018596753,0.047507173852277346,71135.6734157806,7,43.822265625,1,7
00006003.step,15,11,92,184,90000.00236000004,-0.05844444444444444,0.05162351842252703,57784.73054642956,11,34.5341796875,1,5
00006039.step,52,25,280,560,36036.35128314243,-0.06647889563570028,0.07874390195838944,9579.320920602366,17,392.087890625,1,8
00006069.step,41,25,196,392,241083.34457107293,-0.11201365002426257,0.12392339475055611,98306.94490569978,17,86.6689453125,1,8
00006080.step,12,3,54,108,295000.0034500001,-0.010555555555555554,0.021808651584878356,174026.12504186895,3,25.9619140625,1,2
00006247.step,25,19,123,246,87248.00170063382,-0.05518564497855073,0.05958538810876836,38737.44647854106,10,51.9814453125,1,8
00006350.step,110,68,512,1024,124525.93361131108,-0.0552880442050385,0.0656565830175148,34922.48553464852,20,254.1806640625,1,7
00006443.step,26,16,126,252,4934.085032161528,-0.09926906309730475,0.10122980615377267,1233.0958078180215,10,167.78125,1,8
00006459.step,18,10,90,180,14655.046309238134,-0.05623595316629801,0.06421755240156173,6784.019782769246,10,39.93359375,1,5
00006467.step,14,4,62,124,1920.3591693546307,-0.08185925911803396,0.1451660366256511,1367.3428309099345,4,28.796875,1,3
00006678.step,32,27,148,296,103282.41837093647,-0.16345158164628834,0.16328082691415477,27231.56216285044,10,73.4052734375,1,8
00006773.step,39,29,254,508,122902.98148386656,-0.23501219889260355,0.35376181519115435,30027.62935125779,29,145.6572265625,1,8
00006946.step,36,16,190,380,19800.000582000088,-0.06306562631686546,0.10213669445185766,10550.752069574595,16,80.630859375,1,8
00007151.step,23,13,136,272,677246.6351597694,-0.033093689375784545,0.033929176645711524,97001.3573498746,13,53.8525390625,1,8
00007164.step,30,12,184,368,7773.613801648834,-0.11338371435964871,0.14105728372989862,1791.7505309128103,12,76.21484375,1,8
00007270.step,50,21,300,600,140008.03999206246,-0.07125271266845236,0.0902397435851962,25238.113219725463,7,116.2548828125,1,8
00007447.step,49,19,286,572,23635.58448990977,-0.043815999132472555,0.08275426404025767,4444.754560434377,16,118.232421875,1,8
00007448.step,73,22,422,844,97680.00868030291,-0.0497149663915596,0.0910010084375949,20237.874385770076,22,175.53125,1,8
00007511.step,27,16,150,300,60370.549100715674,-0.1111111111111111,0.10393492741038728,12994.597343026935,16,63.4599609375,1,8
00007634.step,24,13,138,276,1033057.163922284,-0.02393130345886252,0.025965138673885838,120841.86664945376,13,58.1220703125,1,8
00007636.step,21,10,114,228,486780.30050111725,-0.025562280905363024,0.032166299270532564,142109.5171193878,10,49.416015625,1,8
00007640.step,54,14,286,572,7468.566958853953,-0.0890626211518066,0.18571531313166356,2372.3492844436905,12,123.412109375,1,8
00007743.step,32,12,188,376,33673.86723652758,-0.07691947175025238,0.12173278475961907,6097.8303715925595,12,81.5751953125,1,8
00007776.step,26,11,152,304,11520.000329600005,-0.08606941838649154,0.1117703234329531,6940.294736162763,11,62.3740234375,1,8
00008166.step,22,6,124,248,49162.2498284995,-0.04911431184908619,0.09768891792709149,14708.775153973584,6,50.6650390625,1,8
00008478.step,35,10,168,336,86940.00120789575,-0.032834467120181406,0.05574767097183841,55712.09117233564,10,73.0732421875,1,8
00008587.step,31,20,182,364,56100.0009538,-0.13272993864282254,0.1877824593015688,5328.807400218751,20,75.9501953125,1,8
00008617.step,32,9,164,328,20163.770628023267,-0.06848753280839896,0.12039986780559006,11251.182993700602,7,69.515625,1,8
00008628.step,29,10,172,344,35200.000784,-0.041379310344827586,0.06956634828217936,9167.604915991024,10,69.4658203125,1,8
00008688.step,45,35,302,604,32768.00061440002,-0.2235885885885886,0.19946293964825132,4977.169067038131,35,108.1708984375,1,8
00008770.step,48,33,280,560,421313.5809382081,-0.0953956332961164,0.10739642894713988,54688.779771814654,28,223.529296875,1,8
00008782.step,21,5,124,248,970225.0058804499,-0.028663520202601593,0.0575033322349338,83240.07565771804,5,47.7529296875,1,8
00008816.step,75,45,390,780,16612.344189895346,-0.09828092115166666,0.13382071812892224,3480.4466424927946,26,182.86328125,1,8
00008841.step,21,5,124,248,970225.0058804499,-0.028663520202601586,0.057503332234933806,83240.07565771797,5,47.751953125,1,8
00008942.step,38,22,190,380,66162.18950209301,-0.0944109582146841,0.12499624290976902,13893.210516562292,13,166.4599609375,1,8
00008957.step,29,13,162,324,28005.236305278817,-0.12897094759706762,0.15744520098755369,5109.004216912383,13,69.044921875,1,8
00008984.step,62,22,288,576,98812.47788918608,-0.05339077729633394,0.10052576492513784,48467.72383579504,22,128.4169921875,1,8
00009692.step,75,44,468,936,47318.726057225686,-0.15715419883833093,0.4521155697466911,1542.666545790414,44,199.1708984375,1,8
00009727.step,193,118,1036,2072,15718.200559197223,-0.13490363861393567,0.1840386803030093,6011.159317410291,83,756.0830078125,1,2
00009729.step,172,126,861,1722,27291.03568355623,-0.5411796489272097,0.5060133711661378,4592.016704334376,45,948.8349609375,1,3
00009732.step,24,17,102,204,46906.10560251744,-0.19534716865203963,0.3087984797376909,3691.6134764149374,11,47.6982421875,1,8
00009763.step,93,64,446,892,44501.104520513676,-0.857569521633556,1.1106093586236112,16359.255537496556,40,314.1728515625,1,7
00009764.step,34,23,182,364,23443.904791686477,-0.16700478067895408,0.1595569420123414,9950.211743838376,16,84.2294921875,1,8
00009783.step,52,14,288,576,74587.50130485032,-0.036315536315536315,0.06610981028568802,10432.917667806712,14,120.2587890625,1,8
00009796.step,265,219,1446,2892,1623664.9675317858,-0.06597207553700878,0.06304775874201958,623548.9870928791,167,669.5078125,1,1
00009813.step,24,6,134,268,85924.67979592063,-0.07152777777777777,0.13467030786698175,23013.470965405046,6,55.783203125,1,8
00009835.step,5,0,18,36,286.4852169696399,0.0,0.0,143.24259336023758,0,68.716796875,0,1
00009866.step,28,2,156,312,55640.001464400106,-0.015873015873015872,0.05723097262641253,53041.913743824116,2,64.34765625,1,6
00009867.step,25,9,144,288,32128.64848403509,-0.03782019566786536,0.05342628074406819,9319.390707010303,7,61.224609375,1,8
00009872.step,25,8,150,300,9020.000298199999,-0.08034454157613322,0.12334338835061152,5212.1617997793255,8,63.275390625,1,8
00009904.step,44,18,236,472,165462.32678793048,-0.07753889900853622,0.11174352353018746,52142.72726477358,16,99.068359375,1,8
00009913.step,37,15,210,420,11088.000338400005,-0.016960421767999213,0.2139357045834466,4214.271852979086,6,91.19921875,1,8
00009939.step,32,17,166,332,17255.00042060001,-0.10001099030708527,0.11829250277614606,5173.767592810658,17,72.0703125,1,8
00009940.step,28,12,136,272,13481.04150411651,-0.09910650827495178,0.1292314056170227,7130.427997380755,12,58.0771484375,1,8
00009964.step,80,40,456,912,134565.91976636247,-0.09574842816242898,0.11300906594930787,19851.48266861522,38,196.71875,1,8
00500176.step,15,10,72,144,48000.00080000011,-0.10055555555555556,0.10150716084938886,18846.65167225944,10,32.865234375,1,5
00509583.step,6,4,24,48,80.12550670386956,-0.08902710971370958,0.11403843359922847,46.938252138602664,4,29.0458984375,0,1
00509603.step,82,21,484,968,200475.0021870001,-0.011987341130095794,0.02714397363588512,66365.46942018901,21,200.59765625,1,8
00509712.step,25,12,134,268,210576.00229820018,-0.039644380565775614,0.052704081180151005,75992.22993007168,11,72.818359375,1,8
00509729.step,12,7,58,116,331250.00315008045,-0.018965437874937725,0.01867083759170601,157478.90183482884,4,24.8623046875,1,2
00509843.step,38,19,192,384,2430.0001498500023,-0.2182017543859649,0.3735381118320782,556.4956840901817,19,84.689453125,1,7
00509846.step,16,9,72,144,1600.0001200000029,-0.1140625,0.1301531132908681,1358.4522194430806,9,34.7890625,1,5
00509850.step,29,16,162,324,3331.9794144855214,-0.11819835552253635,0.14699408541181766,1628.6231561018255,12,79.1259765625,1,8
00509854.step,12,7,50,100,6761.892778335127,-0.12713422953272815,0.2117252666499215,184.74120770435135,5,23.90234375,1,3
00509855.step,22,8,108,216,13720.000516600006,-0.08068007261555649,0.10883316576537881,6536.992074713936,8,47.703125,1,8
00509983.step,30,20,146,292,591300.8222897777,-0.15713752153876462,0.17396306991703586,199718.09618815378,14,78.1669921875,1,7
