File Name,Total Faces,Curved Faces,Total Edges,Vertices,Bounding Box Volume,Mean Curvature,Curvature Std Dev,Volume,Hole Count,size,Criteria Met
00000031.step,27,14,118,236,15552.000374400008,-0.1459850339629936,0.2665902574958662,8463.601406250986,12,54.001953125,8
00000032.step,82,67,403,806,1521.213637439706,-0.209739225977267,0.3383160989299722,340.4839895093294,23,201.0751953125,6
00000033.step,1420,1272,6432,12864,494.8030767044155,-0.6853900984879419,1.8759802377763437,92.92734457934684,192,4805.19140625,2
00000034.step,6,0,24,48,61440000.09727993,0.0,0.0,61439999.999999925,0,90.1162109375,1
00000035.step,82,48,388,776,15236685781.969006,-0.0030276457944972,0.0041466473195394,4686298445.317927,38,188.3779296875,8
00000036.step,105,30,604,1208,187675.06038531908,-0.0065638682381115,0.0198048711000916,96044.89390724104,25,287.3486328125,9
00000037.step,13,4,70,140,9807657.835459728,-0.0078908405680059,0.0154708954146148,495335.8740918086,4,1092.650390625,6
00000038.step,11,4,42,84,112251.39029677042,-0.020717471504873,0.028792662975188,30725.463810634068,4,44.091796875,6
00000039.step,16,16,64,128,140947510.26520625,-0.0127979855757211,0.0072281445129714,6551851.376853353,2,27.72265625,6
00000040.step,359,321,1734,3468,34773481.756946065,-0.0670951883700356,0.0405705339411164,4691859.594674515,65,5141.4150390625,3
00000041.step,20,18,98,196,30658143.97784205,-0.0099851964606717,0.0057653732498868,6752432.148272483,1,4379.603515625,6
00000042.step,17,6,76,152,704643.758064504,-0.0117724255056353,0.0170313505271809,450407.4350568857,6,54.291015625,7
00000043.step,1,0,2,4,25855648.907264773,0.0,0.0,3.990192094268334e-09,0,1209.8662109375,1
00000045.step,334,255,1946,3892,145628117.3959987,-0.108799636911671,0.1569081800274872,2245880.6921542813,181,2110.6630859375,3
00000046.step,2505,2499,20016,40032,10000000.204000223,-0.0997604790419161,0.0048882231453792,8037289.989669981,2499,6199.4931640625,3
00000047.step,3,1,6,12,43764.04763400386,-0.1483997704910019,0.2098689680814295,353.9472957268969,0,206.462890625,3
00000048.step,2506,2500,15024,30048,10000000.204000004,-0.0997605746209098,0.0048872500853614,8036504.591504878,2500,6214.765625,3
00000049.step,76,67,392,784,13054.5091213889,-0.0662631187001458,0.0307381390984826,4141.227585000951,26,132.181640625,8
00000050.step,5,3,18,36,13298.647240996695,-0.1221820647524654,0.2226206826566458,7377.16811391078,3,96.646484375,4
00000051.step,12,10,52,104,31955028.2630684,-0.0223827030812324,0.010661739552113,787409.4382721225,6,286.07421875,7
00000052.step,4,2,12,24,260.46257748614937,-0.0403371859801979,0.0406729743194101,62.80387589814848,2,63.7109375,5
00000053.step,22,13,122,244,63203.14674244435,-0.3217465256248407,0.5754481071024765,21344.50847849032,6,480.4560546875,7
00000054.step,72,16,420,840,45498154.46489549,-0.0056648451730418,0.0128704733960205,40393284.02181738,16,248.7666015625,8
00000056.step,5,3,14,28,3024.0001655999936,-0.1409069264620916,0.1453780466665128,1165.2286761774449,1,356.7587890625,5
00000057.step,49,21,286,572,812250.0059090018,-0.0458934793429567,0.0627572919791606,80200.37737970786,21,116.181640625,8
00000058.step,35,26,148,296,20305.31203005617,-0.0883681024087493,0.145593457482005,5243.528914855345,5,73.4736328125,9
00000059.step,10,4,48,96,1337184423.3264515,-0.0015748031496062,0.0019287320809316,1331206042.54743,4,150.814453125,5
00000060.step,76,31,438,876,80298.40705367061,-0.0655406174073442,0.1196979446858696,22347.40712960844,31,183.849609375,9
00000061.step,7,1,30,60,819353.2141935198,-0.0028121484814398,0.0068883288604701,812918.0150154615,1,15.4931640625,3
00000062.step,49,19,282,564,83574.03187902134,-0.0421288375625501,0.0843385200246354,21798.14172795007,19,199.46875,9
00000063.step,6,0,24,48,3399675.7063688594,0.0,0.0,3399675.6603125,0,13.0107421875,1
00000064.step,27,24,124,248,3425083.401042605,-0.1710275057575574,0.1910676454275942,205830.36290385947,2,909.525390625,6
00000065.step,55,22,290,580,31136.40076532402,-0.0919382352242713,0.1664073696583567,13913.231597712478,22,123.1591796875,9
00000066.step,39,25,198,396,242301.2562945029,-0.1052276739740051,0.0972562162671956,87572.27893923855,11,519.326171875,8
00000067.step,38,22,186,372,211581.05957046515,-0.0984009213099339,0.1007336691192601,74100.91613293423,6,527.01953125,8
00000068.step,22,12,120,240,26148.751194700028,-0.0500529773257046,0.0467673125313078,9258.331062815178,12,51.564453125,9
00000069.step,20,6,108,216,3900.000428000004,-0.0396850393700787,0.0655751889071682,2826.0064360238907,6,82.373046875,9
00000070.step,14,4,72,144,11989.01956796751,-0.0138884652553064,0.0220964130678135,1645.7473534091173,4,32.3828125,7
00000071.step,34,16,192,384,11610.141764803982,-0.0626418025117934,0.0922837668612764,2191.3441445385447,16,190.669921875,9
00000072.step,28,14,156,312,210763.2550229696,-0.0325747878693846,0.0531284259692926,64543.09753260551,14,66.828125,8
00000073.step,10,0,48,96,30891664.200475425,0.0,0.0,3617956.473750004,0,58.9755859375,2
00000074.step,6,0,24,48,9314497.580675848,0.0,0.0,9314497.500000373,0,204.275390625,1
00000075.step,6,0,24,48,550903.0165051498,0.0,0.0,550903.0060546875,0,184.796875,1
00000076.step,10,0,48,96,11782154.335592687,0.0,0.0,3269219.2680000104,0,93.1708984375,2
00000077.step,16,2,76,152,2035.2734477033189,-0.0234957026040331,0.0625350627910684,772.396397252179,1,33.44921875,7
00000078.step,21,9,104,208,12550.852696541197,-0.0681761352723794,0.0894859097402294,2772.547670306566,7,46.791015625,9
00000079.step,19,4,96,192,27908.706515785885,-0.0213490060153964,0.04354830748697,5474.671572819756,4,42.6015625,7
00000080.step,35,0,186,372,4130531.521986169,0.0,0.0,2644763.000073749,0,153.2529296875,4
00000081.step,1,1,4,8,354.41707397236104,-0.265590606846384,0.0,185.5723247839739,1,108.6416015625,2
00000082.step,21,10,90,180,34102.30574714466,-0.1143431619319924,0.1844442441539805,21657.7026158627,10,4073.435546875,8
00000083.step,85,83,400,800,12595149.749786615,-0.0622393032233251,0.078873496669221,2057763.1764147324,4,2259.7548828125,6
00000084.step,246,221,1104,2208,143191.72336568142,-0.5082645268408194,0.3762071138644836,99003.24365489796,50,10999.564453125,5
00000085.step,4,2,12,24,768.1436814515043,-0.0826771653543307,0.1028908216171022,544.3827141461165,2,5010.7490234375,5
00000086.step,3,1,6,12,424988.496185452,0.0566395455825717,0.0801004135295221,30260.0752101234,0,147.0791015625,2
00000087.step,3,1,6,12,932257.7254564482,-0.0302100567944421,0.0427234720387615,102391.70974376948,0,245.4267578125,4
00000088.step,61,29,352,704,100202.24675791532,-0.1885036238946451,0.340885675758846,12990.761373002391,25,158.8857421875,7
00000089.step,56,8,320,640,8813733.415189173,-0.0095238095238095,0.0233284737407921,1301316.3317875247,8,294.708984375,8
00000090.step,15,9,68,136,67216831.9145409,-0.0487177960549033,0.0617513004909022,49459258.72842781,5,72.298828125,7
00000091.step,14,4,60,120,25250.000553000056,-0.0273739427163334,0.0584836164934725,4439.835391409319,4,79.330078125,7
00000092.step,0,0,3,6,0.0009606788708678,,,0.0,0,5.0126953125,2
00000093.step,18,16,96,192,48335.017890849216,-0.0265604630486728,0.0149561917933314,14387.782485261863,16,43.30078125,8
00000094.step,253,233,1317,2634,18267165.58846798,-0.1485735753461838,0.2983479242461462,379724.9636105075,21,12120.57421875,4
00000095.step,1,1,4,8,24480.669357210227,-0.7794480235425119,0.0,505.418246797915,0,46.98046875,2
00000096.step,269,149,1398,2796,1887.1044306602205,-1.6943951539181583,1.9467409839263077,276.025267337926,93,1034.6611328125,3
00000097.step,183,102,1016,2032,22031.876549941742,-0.3866664063222809,0.6672258146471705,11396.700064697816,40,776.802734375,5
00000098.step,137,73,726,1452,1500.2588294932837,-0.1146677012214823,0.6179582263607435,975.8673666288804,4,813.45703125,6
00000099.step,14,6,80,160,921772.3562016084,-0.0534308211473565,0.0691697068405446,131751.35935373977,6,825.4404296875,7
00000100.step,100,49,525,1050,209178.74353386823,-0.1132263120705109,0.1623793138957459,6640.018815481346,24,1143.60546875,8
00000101.step,2,2,10,20,10.177257012583564,-0.9378742316891406,0.2434238619805246,2.664398750174384,0,106.5830078125,3
00000102.step,3,1,6,12,17405.643377316406,-0.0078810139643213,0.011145436833595,13670.359931007268,1,6.2041015625,4
00000103.step,13,10,44,88,23998.300345419,-0.346606656933884,0.4260746877870208,14747.445591492002,5,21.71875,5
00000104.step,11,7,36,72,4262.275511573867,-0.0518263706324163,0.0414140610485487,562.7759154465268,4,19.5966796875,6
00000105.step,11,7,54,108,5901.802104445525,-0.0663268822000624,0.0584558186113154,2843.7396496038928,1,28.7197265625,7
00000106.step,16,3,84,168,312.90957514664063,-0.0478320576597021,0.1011553288934196,187.85399402261365,3,36.986328125,7
00000107.step,14,0,72,144,109899.43034368072,0.0,0.0,16752.2333333334,0,91.7021484375,4
00000108.step,14,6,58,116,66.68368189609686,-0.1782991830078622,0.2290832305021451,24.978324527035863,3,1705.650390625,5
00000109.step,59,49,264,528,11780.268510466987,-0.7001448803549386,0.5550052031269234,2633.4597497409104,20,5950.4853515625,7
00000110.step,229,8,1340,2680,4069.275236261486,-0.0042511580249945,0.0352902777489292,1548.8259087705117,3,1293.5322265625,6
00000111.step,44,25,238,476,14606.800365488,-0.3727375124540172,0.4744785251696667,2579.6369412175845,20,114.9599609375,7
00000112.step,31,28,143,286,74.40474885130882,-0.1843161146462039,0.0881430026967701,39.014066452198456,9,63.6015625,8
00000113.step,14,12,56,112,720.2490199116269,-0.6366200257366873,0.8027536729510635,172.05197846948246,6,266.73828125,6
00000114.step,14,12,56,112,2274.375631748453,-0.5280536087970027,0.6885873892978471,479.3682095546841,6,1077.1826171875,6
00000115.step,184,91,1066,2132,11180.602715847011,-0.0772432953021524,0.1148506524880892,3739.2280993890977,29,528.9443359375,7
00000116.step,92,77,370,740,362.1050334782636,-0.2761942487140443,0.2655654550899631,69.46560751827336,26,156.4833984375,6
00000117.step,65,50,262,524,333.28974106324614,-0.2322683833426787,0.2673015713064944,72.65415066100806,17,111.94921875,7
00000118.step,92,77,370,740,337.84859655280155,-0.2761942487140443,0.2655654550899631,69.46560751827425,26,959.6328125,6
00000119.step,6,0,24,48,2500.000120000001,0.0,0.0,2499.9999999999995,0,13.1123046875,2
00000120.step,14,12,72,144,147.29647710580974,-2.0725894118189827,0.8468638487461091,6.674980209703556,0,67.8115234375,5
00000121.step,6,0,24,48,66349.4946796558,0.0,0.0,66349.49352444896,0,113.46484375,2
00000122.step,38,28,324,648,9217.742326963622,-0.0493335413587593,0.095719142654875,5340.33960946227,10,1384.6787109375,9
00000123.step,3,1,6,12,172059.61484202326,-0.0040500103507734,0.0057275795658152,135135.30377098054,1,6.208984375,4
00000124.step,41,36,200,400,498706.4066199178,-0.0679267723891096,0.0640083198630076,204731.3150187236,11,1353.443359375,8
00000125.step,66,31,352,704,183777.8303201678,-0.2167984592836264,0.3316474497258935,7590.90123205973,31,212.2509765625,7
00000126.step,7,1,30,60,16840.000416800012,-0.0071428571428571,0.0174963553055941,10433.78313507536,1,31.3330078125,4
00000127.step,48,21,254,508,6009850.0189186735,-0.0155714215774527,0.0214924954587211,1658113.6125739107,21,121.7119140625,8
00000128.step,57,43,257,514,410050.5101973293,-0.1065471829758373,0.104245676953179,70214.42465742688,26,112.85546875,8
00000129.step,35,30,176,352,134167.73820723963,-0.0723595035405065,0.0610249245812643,29443.836220803307,14,501.13671875,9
00000130.step,35,30,176,352,134167.73820723963,-0.0723595035405065,0.0610249245812643,29443.836220803307,14,501.1494140625,9
00000131.step,4,2,12,24,576.0000656000012,-0.0453869047619047,0.0495951134322782,327.6995296959512,2,8.5068359375,5
00000132.step,4,2,12,24,480.0000632000013,-0.0453869047619047,0.0495951134322782,273.0829414132927,2,8.5068359375,5
00000133.step,4,2,12,24,672.0000680000012,-0.0453869047619047,0.0495951134322782,382.3161179786098,2,8.5068359375,5
00000134.step,6,0,24,48,73422.13740380848,0.0,0.0,70254.26370990949,0,13.1484375,2
00000135.step,37,13,222,444,31496.234147125168,-0.0416529899360206,0.0710502860254532,5971.469754839985,13,513.412109375,9
00000136.step,45,41,176,352,1758394.0389438616,-0.1879382567481367,0.3273435202903321,981014.7317424392,8,118.4736328125,6
00000137.step,13,2,66,132,477797.0810700703,-0.0220252188756125,0.0516537168638668,235412.97949629335,2,88.662109375,6
00000138.step,34,14,168,336,2359737.243870912,-0.0222325150532654,0.0280977320761521,1934469.032971832,14,368.4658203125,8
00000139.step,30,20,114,228,602.899858683479,-0.3159766337652347,0.5924746241528371,207.44777432831043,10,77.26953125,7
00000140.step,25,12,130,260,811159.6781657314,-0.044650301065308,0.0571572001289966,738837.268595261,12,53.31640625,8
00000141.step,11,3,56,112,89039.29213050735,-0.020171275382021,0.0444176158758405,23572.511048680648,3,93.416015625,7
00000142.step,19,9,104,208,708848.5952077699,-0.0435521004248751,0.0725440297772287,99017.31024524946,7,47.392578125,8
00000143.step,0,0,1,2,6659.805520765549,,,0.0,0,229.0673828125,2
00000144.step,5,3,18,36,3318.380622580322,-0.0787401574803149,0.0801850515302859,2280.4686788957315,3,10.8251953125,5
00000145.step,25,7,138,276,2884.123390451362,-0.0706740925676973,0.1228027894819015,1081.4032429788338,7,58.15625,9
00000146.step,10,6,48,96,7258050.028717606,-1.3466437631324977e-15,1.6191612923205839e-15,1857093.903465887,0,51.673828125,5
00000147.step,10,4,48,96,20531.788812711973,-0.186830860992812,0.4557616710975516,7388.589833184164,4,2433.3330078125,4
00000148.step,60,52,302,604,16100.950918240596,-0.2325428795407393,0.2531892875104721,2274.5479836554773,25,2353.4775390625,6
00000149.step,77,62,431,862,534.1891142485721,-0.1955821758715211,0.2057540815800065,179.71932402228356,20,2382.2451171875,6
00000150.step,21,12,104,208,86978.92807938467,-0.0389858025832424,0.0391540198667368,17639.372589706098,7,986.3681640625,9
00000151.step,6,4,22,44,500.0000400002617,-0.1252014980087158,0.137075207813678,351.9892768959444,2,287.1728515625,5
00000152.step,69,36,432,864,2057000.010454227,-0.0780579876441584,0.0824592089788183,732977.3466249541,36,176.029296875,8
00000153.step,45,22,276,552,1028500.0061621132,-0.0746592720086695,0.0823373124245427,426226.7266015933,22,113.5556640625,8
00000154.step,34,14,178,356,6171.4416700900765,-0.2590104452870163,0.4168362601585913,1543.7146411716803,11,79.716796875,7
00000155.step,4,2,12,24,14340.052468466483,-0.1200619641525455,0.1634212977918301,9596.086849296003,1,3635.75390625,5
00000156.step,4,2,12,24,14340.052468466483,-0.1200619641525455,0.1634212977918301,9596.086849296003,1,3625.1455078125,5
00000157.step,21,5,106,212,11000.000298000006,-0.0165437666405991,0.0363638690515164,2538.0555886742413,3,46.18359375,8
00000158.step,12,8,60,120,1997.366997747794,-0.124043470905263,0.1280535512028094,361.4700001748572,8,2641.62109375,8
00000159.step,7,2,24,48,135200.00221535933,-0.0098864730795024,0.0157673853040375,104483.42825470296,1,13.38671875,6
00000160.step,5,2,16,32,1138584.3006257743,-0.0100631757890279,0.0149229875985015,851767.6805482407,2,1309.689453125,4
00000161.step,21,5,106,212,11000.000298000006,-0.0168122803574491,0.0393721345956472,2547.0840271348397,3,46.18359375,8
00000162.step,11,2,54,108,4097.718435283264,-0.0059368054975252,0.0130097149820648,1631.098438732776,1,25.1025390625,7
00000163.step,21,5,106,212,11000.000298000006,-0.0168600973512959,0.0397303478249668,2547.210586620338,3,46.18359375,8
00000164.step,21,5,106,212,11000.000298000006,-0.0169131512229106,0.0401150207005953,2547.271517577557,3,46.18359375,8
00000165.step,21,5,106,212,11000.000298000006,-0.016971843232974,0.0405278993662053,2547.264131716544,3,46.1826171875,8
00000166.step,21,5,106,212,11000.000298000006,-0.0170366159894162,0.0409709051402015,2547.18550691192,3,46.1826171875,8
00000167.step,21,5,106,212,11000.000298000006,-0.0171079594604512,0.0414461602460135,2547.032472351449,3,184.83203125,8
00000168.step,14,3,74,148,1603883.8973951454,-0.0067491563554555,0.013913742268676,718694.678840786,3,31.390625,6
00000169.step,36,22,166,332,1795.0964773668118,-0.1855819673618414,0.5674752905795992,517.2578856340359,8,923.5576171875,7
00000170.step,25,19,104,208,1097829.8468683052,-0.0638009945390335,0.0809947727405826,202699.9521414301,15,46.9970703125,8
00000171.step,9,5,26,52,13358.650364052502,-0.0371397491650308,0.0351319842519879,5153.824798432606,3,15.4462890625,5
00000172.step,46,6,234,468,18580608.1259838,-0.009129293620906,0.0239915508862588,511862.0927394779,6,97.888671875,8
00000173.step,5,3,14,28,43548.30098702717,-0.0270877030584054,0.0224801498158099,33980.1206397059,1,9.3173828125,5
00000174.step,37,3,206,412,12802.394112902552,-0.0033250751508926,0.0114302008327107,6815.875960137761,1,83.53515625,8
00000175.step,4,2,12,24,5000.0005400000055,-0.0175,0.0204633819296811,3298.672286269283,2,8.4990234375,5
00000176.step,4,2,12,24,31360.00060480001,-0.0220519310086239,0.0228359400174532,13229.16812445028,2,8.4970703125,5
00000177.step,8,6,36,72,3048000.035083391,-0.0440283469945355,0.0395992582415377,2329602.5969857126,6,17.7041015625,5
00000178.step,7,5,30,60,10715625.118273942,-0.023047619047619,0.0195792476560135,8378627.607123895,5,15.3974609375,5
00000179.step,57,26,228,456,128868.23816967022,-0.1264103487009158,0.2129642406687249,68874.51226318715,13,104.8076171875,8
00000180.step,32,14,144,288,119882.43149149798,-0.0889204545454545,0.1315825553754457,76530.53754228409,14,65.060546875,9
00000181.step,60,30,348,696,11193.448423087391,-0.036007229231909,0.1356946143235371,6615.869392622854,0,314.974609375,8
00000182.step,86,60,444,888,528460.1934897538,-0.2166170804799875,0.2119380478928374,98489.0346193104,38,314.7490234375,5
00000183.step,17,10,82,164,4067626.875304538,-0.0382025799598907,0.0457191467507179,199735.47654607732,6,39.9443359375,7
00000184.step,6,0,24,48,11304062.283963185,0.0,0.0,11304062.216323234,0,636.2919921875,1
00000185.step,6,0,24,48,13049390.717551202,0.0,0.0,13049390.574211676,0,412.013671875,1
00000186.step,106,23,522,1044,5548.608257400003,-0.066262353998203,0.1301332182173494,2859.2449423617963,23,239.3974609375,9
00000187.step,38,32,186,372,27000000000540.016,-0.0002378526426335,0.0002993135026972,21427855482099.688,18,75.7275390625,8
00000188.step,13,9,46,92,6814661245826948.0,-0.0002002531474325,0.0003726783824118,6325579599113.442,4,21.6357421875,5
00000189.step,437,301,2610,5220,221072.1513735548,-0.0414210378306055,0.0481870738983769,59691.52691567881,301,15575.912109375,3
00000190.step,6,0,24,48,25000.000700000004,0.0,0.0,24999.999999999996,0,13.0927734375,2
00000191.step,10,4,48,96,20531.788812711973,-0.186830860992812,0.4557616710975516,7388.589833184166,4,2433.3564453125,4
00000192.step,60,52,302,604,16100.950918240596,-0.2325428795407393,0.2531892875104721,2274.5479836554773,25,2353.5146484375,6
00000193.step,77,62,431,862,534.1891142485721,-0.1955821758715211,0.2057540815800065,179.71932402228356,20,2382.1982421875,6
00000194.step,437,301,2610,5220,221072.1513735548,-0.0414210378306055,0.0481870738983769,59691.52691567881,301,15581.6552734375,3
00000195.step,32,19,156,312,102861.83760032093,-0.2109653220914761,0.2562806710489105,6033.194590297267,7,389.521484375,7
00000196.step,49,18,230,460,101455.37008618366,-0.0227734920140968,0.0365379251870451,51858.55312328696,5,105.28515625,9
00000197.step,1,1,4,8,103301.0103808818,-0.0313479623824451,0.0,31969.161002195237,1,2543.9462890625,3
00000198.step,359,325,1683,3366,361431.467686861,-0.3552249258688527,0.259691277172459,34978.841766921694,128,1977.271484375,1
00000199.step,82,76,438,876,3418.4808653414725,0.1249173809203066,0.3263481816590411,130.42748464089814,9,1086.4970703125,6
00000200.step,29,8,156,312,889198.2219582064,-0.0158941125831857,0.0297679398424396,263481.30832315894,7,513.3837890625,8
00000201.step,4,2,12,24,82944.0014976,-0.0240036231884058,0.0244187510266459,26853.831348060987,2,9961.8828125,5
00000202.step,10,4,48,96,20531.788812711973,-0.186830860992812,0.4557616710975516,7388.589833184164,4,2433.4833984375,4
00000203.step,60,52,302,604,16100.950918240596,-0.2325428795407393,0.2531892875104721,2274.5479836554773,25,2353.4912109375,6
00000204.step,77,62,431,862,534.1891142485721,-0.1955821758715211,0.2057540815800065,179.71932402228356,20,2382.240234375,6
00000205.step,253,233,1317,2634,18267165.58846798,-0.1485735753439644,0.2983479242462815,379724.96317127015,21,12120.4140625,4
00000206.step,51,24,208,416,1280239.375,-0.032596335329806,0.0467271606392223,32676.817174648604,16,137.88671875,8
00000207.step,253,233,1317,2634,18267165.58846798,-0.1485757471227995,0.2983459812235862,379724.97001470096,21,12120.6337890625,4
00000208.step,10,4,48,96,20531.788812711973,-0.186830860992812,0.4557616710975516,7388.589833184164,4,2433.3876953125,4
00000209.step,60,52,302,604,16100.950918240596,-0.2325428795407393,0.2531892875104721,2274.5479836554773,25,2353.4599609375,6
00000210.step,77,62,431,862,534.1891142485721,-0.1955821758715211,0.2057540815800065,179.71932402228356,20,2382.2275390625,6
00000211.step,6,2,24,48,12802.394112902508,-0.0110819480898221,0.0157047675915266,1870.542058594536,2,278.6904296875,5
00000212.step,14,8,80,160,22559.931402001,-0.0674915635545556,0.0655900100657514,21535.7390397103,8,76.7578125,8
00000213.step,43,10,248,496,38757.89765650794,-0.0211240310077519,0.0406006595621006,28449.984273592014,10,479.6875,9
00000214.step,1,1,4,8,168827.53138744118,-0.0148698884758364,0.0,88397.88772235921,1,3205.55859375,3
00000215.step,6,2,24,48,2600.000123000004,-0.0166666666666666,0.0235702260395515,2275.3340892472675,2,112.3642578125,5
00000216.step,1549,0,6884,13768,14284.725459550022,0.0,0.0,12564.849166666749,0,3142.0400390625,2
00000218.step,136,126,846,1692,1260.083154624386,2.2580093413956037,1.5897714715512126,281.14636648407844,0,1414.818359375,5
00000219.step,4,3,15,30,40.31422019715497,-0.2026486448010254,0.2668105045114999,22.916721734207403,1,1565.7333984375,3
00000220.step,406,66,2152,4304,46872.25080797805,-0.0897213636755976,0.3744369371785289,8731.388236295625,32,1088.158203125,4
00000221.step,406,66,2152,4304,46872.25080797805,-0.0897213636755976,0.3744369371785289,8731.388236295625,32,1088.1865234375,4
00000222.step,8,5,25,50,1554.4639555657093,-0.0929304202453494,0.0837497113636466,474.669892118433,3,604.6064453125,5
00000223.step,257,228,1232,2464,1208136.0751390706,-0.2549935539399358,0.2309604439991778,324862.6075284216,103,1213.5078125,3
00000224.step,52,44,206,412,1456993.93345222,-0.388653006801555,0.3656063037793386,570137.5128058443,20,101.0302734375,6
00000225.step,253,233,1325,2650,18267236.70645732,-0.1470026823105841,0.2969623919388084,391082.65426693234,21,13244.90234375,4
00000226.step,10,4,48,96,20531.788812711973,-0.186830860992812,0.4557616710975516,7388.589833184164,4,2433.3603515625,4
00000227.step,60,52,302,604,16100.950918240596,-0.2325428795407393,0.2531892875104721,2274.5479836554773,25,2349.8193359375,6
00000228.step,77,62,431,862,534.1891142485721,-0.1955821758715211,0.2057540815800065,179.71932402228356,20,2382.2001953125,6
00000229.step,574,167,3098,6196,223907.48680718805,-0.0558289376259533,0.2437182166661398,158237.77950468753,72,1705.6591796875,2
00000230.step,10,10,48,96,3716197163.2451982,-0.0002385119426784,0.0002684858539503,40335544.68000269,0,211.283203125,5
00000231.step,74,62,346,692,1363582.2368193318,-0.2880754353798577,0.2221042424599683,460514.502456691,22,621.396484375,5
00000232.step,8,4,24,48,386.4200497620012,-0.0748581903707803,0.0927111684084524,71.76025939329806,4,585.041015625,5
00000233.step,6,0,24,48,1147060.8227749527,0.0,0.0,797904.9553748496,0,300.224609375,1
00000234.step,1391,1148,6966,13932,27638817.13922737,-0.2396254662873601,0.2073051856021987,391369.23865956673,453,12717.3173828125,1
00000235.step,6,0,24,48,432270.2922334249,0.0,0.0,432270.2644900213,0,702.525390625,1
00000236.step,2941,1463,12786,25572,6759825.03915504,-0.1536841626015355,0.3919845921373678,5808197.889834396,1135,12772.220703125,1
00000237.step,24,13,102,204,1310965.5231098162,-0.0697178477690288,0.0723228022004117,1214889.2286393745,9,47.46875,8
